bug_id1,bug1,bug_id2,bug2,label
13198048,"InThrottledAsyncChecker class，it members of thecompletedChecks is WeakHashMap, its definition is as follows：
   this.completedChecks =new WeakHashMap<>();
and one of its uses is as follows inschedule method:
   if (completedChecks.containsKey(target))
{ 

   // here may be happen garbage collection，and result may be null.

   final LastCheckResult<V> result = completedChecks.get(target);     

   final long msSinceLastCheck = timer.monotonicNow() - result.completedAt;  

   。。。。

}

after""completedChecks.containsKey(target)""， may be happen garbage collection， and result may be null.
the solution is：
this.completedChecks = new ReferenceMap(1, 1);
or
 this.completedChecks = new HashMap<>();
 
 DataNode runs async disk checks  maybe  throws NullPointerException, and DataNode failed to register to NameSpace.",13234493,"ThrottledAsyncChecker throws NPE during block pool initialization. The error leads the block pool registration failure.
The exception

2019-05-20 01:02:36,003 WARN org.apache.hadoop.hdfs.server.datanode.DataNode: Unexpected exception in block pool Block pool <registering> (Datanode Uuid xxxxx) service to xx.xx.xx.xx/xx.xx.xx.xx
java.lang.NullPointerException
        at org.apache.hadoop.hdfs.server.datanode.checker.ThrottledAsyncChecker$LastCheckResult.access$000(ThrottledAsyncChecker.java:211)
        at org.apache.hadoop.hdfs.server.datanode.checker.ThrottledAsyncChecker.schedule(ThrottledAsyncChecker.java:129)
        at org.apache.hadoop.hdfs.server.datanode.checker.DatasetVolumeChecker.checkAllVolumes(DatasetVolumeChecker.java:209)
        at org.apache.hadoop.hdfs.server.datanode.DataNode.checkDiskError(DataNode.java:3387)
        at org.apache.hadoop.hdfs.server.datanode.DataNode.initBlockPool(DataNode.java:1508)
        at org.apache.hadoop.hdfs.server.datanode.BPOfferService.verifyAndSetNamespaceInfo(BPOfferService.java:319)
        at org.apache.hadoop.hdfs.server.datanode.BPServiceActor.connectToNNAndHandshake(BPServiceActor.java:272)
        at org.apache.hadoop.hdfs.server.datanode.BPServiceActor.run(BPServiceActor.java:768)
        at java.lang.Thread.run(Thread.java:745)


Looks like this error due to WeakHashMap type map completedChecks has removed the target entry while we still get that entry. Although we have done a check before we get it, there is still a chance the entry is got as null. 
We met a corner case for this: A federation mode, two block pools in DN, ThrottledAsyncChecker schedules two same health checks for same volume.

2019-05-20 01:02:36,000 INFO org.apache.hadoop.hdfs.server.datanode.checker.ThrottledAsyncChecker: Scheduling a check for /hadoop/2/hdfs/data/current
2019-05-20 01:02:36,000 INFO org.apache.hadoop.hdfs.server.datanode.checker.ThrottledAsyncChecker: Scheduling a check for /hadoop/2/hdfs/data/current


completedChecks cleans up the entry for one successful check after called completedChecks#get. However, after this, another check we get the null. 
 ThrottledAsyncChecker throws NPE during block pool initialization ",yes
13212082,"The project currently depends on libthrift-0.9.3, however thrift released 0.12.0 on 2019-JAN-04. This release includes a security fix for THRIFT-4506 (CVE-2018-1320). Updating thrift to the latest version will remove that vulnerability.
Also note the Apache Thrift project does not publish ""libfb303"" any longer. fb303 is contributed code (in '/contrib') and it has not been maintained.

Ps.: 0.9.3.1 also addresses the CVE, see THRIFT-4506 
 Upgrade Apache Thrift to 0.9.3-1",13213657,"Use 0.12.0 libthrift version in Hive. 
 Use 0.12.0 libthrift version in Hive",yes
13162305,"Currently only the count of regions in transition is exposed thru JMX.
Here is a sample snippet of the /jmx output:


{
  ""beans"" : [ {
...
  }, {
    ""name"" : ""Hadoop:service=HBase,name=Master,sub=AssignmentManager"",
    ""modelerType"" : ""Master,sub=AssignmentManager"",
    ""tag.Context"" : ""master"",
...
    ""ritCount"" : 3


It would be desirable to expose region name, state for the regions in transition as well.
We can place configurable upper bound on the number of entries returned in case there're a lot of regions in transition. 
 Expose regions in transition thru JMX",13232626,"LogsCLI guessAppOwner ignores custom file format suffix yarn.log-aggregation.%s.remote-app-log-dir-suffix / Default IndexedFileController Suffix (
{yarn.nodemanager.remote-app-log-dir-suffix}
-ifile or logs-ifile). It considers only yarn.nodemanager.remote-app-log-dir-suffix or default logs.
Repro:



yarn-site.xml

yarn.log-aggregation.file-formats ifile
yarn.log-aggregation.file-controller.ifile.class org.apache.hadoop.yarn.logaggregation.filecontroller.ifile.LogAggregationIndexedFileController
yarn.log-aggregation.ifile.remote-app-log-dir app-logs
yarn.resourcemanager.connect.max-wait.ms 1000

core-site.xml:

ipc.client.connect.max.retries 3
ipc.client.connect.retry.interval 10

Run a Job with above configs and Stop the RM.

[ambari-qa@yarn-ats-1 ~]$ yarn logs -applicationId application_1557482389195_0001
2019-05-10 10:03:58,215 INFO client.RMProxy: Connecting to ResourceManager at yarn-ats-1/172.26.81.91:8050
Unable to get ApplicationState. Attempting to fetch logs directly from the filesystem.
Can not find the appOwner. Please specify the correct appOwner
Could not locate application logs for application_1557482389195_0001


[ambari-qa@yarn-ats-1 ~]$ hadoop fs -ls /app-logs/ambari-qa/logs-ifile/application_1557482389195_0001
Found 1 items
-rw-r-----   3 ambari-qa supergroup      18058 2019-05-10 10:01 /app-logs/ambari-qa/logs-ifile/application_1557482389195_0001/yarn-ats-1_45454



 
 Fix LogsCLI guessAppOwner ignores custom file format suffix",No
13179153,"In WALFactory, there is an enum Providers which has a list of supported WALProvider implementations. In addition to list this, there is also a defaultProvider (which the Configuration defaults to), that is meant to be our ""advertised"" default WALProvider.
However, the implementation of getProviderClass in WALFactory doesn't actually adhere to the value of this enum, instead always returning AsyncFSWal if it can be loaded.
Having the default value in the enum but then overriding it in the implementation of getProviderClass is silly and misleading. 
 WALFactory has misleading notion of ""default""",13161059,"Add unit tests for feature that was implemented in HIVE-18788.
The integration tests are present, but it will be useful to catch errors during module build. 
 Clean up inputs in JDBC PreparedStatement. Add unit tests.",No
13233364,"Step 1 for https://hadoop.apache.org/docs/r3.2.0/hadoop-project-dist/hadoop-common/SingleCluster.html#YARN_on_Single_Node

Configure parameters as follows:
etc/hadoop/mapred-site.xml:

<configuration>
    <property>
        <name>mapreduce.framework.name</name>
        <value>yarn</value>
    </property>
</configuration>
<configuration>
    <property>
        <name>mapreduce.application.classpath</name>
        <value>$HADOOP_MAPRED_HOME/share/hadoop/mapreduce/:$HADOOP_MAPRED_HOME/share/hadoop/mapreduce/lib/</value>
    </property>
</configuration>
but setting this will throw an error when running yarn : 
2019-05-14 16:32:05,815 ERROR org.apache.hadoop.conf.Configuration: error parsing conf mapred-site.xml
com.ctc.wstx.exc.WstxParsingException: Illegal to have multiple roots (start tag in epilog?).This should be modified to 


<configuration> 
<property> 
<name>mapreduce.framework.name</name> 
<value>yarn</value> 
</property> 
<property> 
<name>mapreduce.application.classpath</name> 
<value>$HADOOP_MAPRED_HOME/share/hadoop/mapreduce/*:$HADOOP_MAPRED_HOME/share/hadoop/mapreduce/lib/*</value> 
</property> 
</configuration>
 
 Yarn Docs : single cluster yarn setup - Step 1 configure parameters - multiple roots",13201019,"In https://hadoop.apache.org/docs/r3.1.1/hadoop-project-dist/hadoop-common/SingleCluster.html#YARN_on_a_Single_Node, there are two configuration tags in mapred-site.xml. 
 mapred-site.xml is misformatted in single node setup document",yes
13183378,"I havebackport Multi-standby NNs to our own hdfs version. Ifound an issue of EditLog roll.
Reproducible Steps：
1.original state
nn1 active
nn2 standby
nn3 standby
2. stop nn1
3. new state
nn1stopped
nn2active
nn3 standby
4. nn3 unable to trigger a roll of the active NN
[2018-08-22T10:33:38.025+08:00][WARN]namenode.ha.EditLogTailer.triggerActiveLogRoll(EditLogTailer.java 307)[Edit log tailer]: Unable to trigger a roll of the active NN
java.net.ConnectException: Call From<nn3 hostname> to<nn1 hostname> failed on connection exception: java.net.ConnectException: Connection refused; For more details see:http://wiki.apache.org/hadoop/ConnectionRefused
at sun.reflect.GeneratedConstructorAccessor17.newInstance(Unknown Source)
at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
at org.apache.hadoop.net.NetUtils.wrapWithMessage(NetUtils.java:782)
at org.apache.hadoop.net.NetUtils.wrapException(NetUtils.java:722)
at org.apache.hadoop.ipc.Client.call(Client.java:1536)
at org.apache.hadoop.ipc.Client.call(Client.java:1463)
at org.apache.hadoop.ipc.ProtobufRpcEngine$Invoker.invoke(ProtobufRpcEngine.java:237)
at com.sun.proxy.$Proxy16.rollEditLog(Unknown Source)
at org.apache.hadoop.hdfs.protocolPB.NamenodeProtocolTranslatorPB.rollEditLog(NamenodeProtocolTranslatorPB.java:148)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$2.doWork(EditLogTailer.java:301)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$2.doWork(EditLogTailer.java:298)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$MultipleNameNodeProxy.call(EditLogTailer.java:414)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer.triggerActiveLogRoll(EditLogTailer.java:304)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer.access$800(EditLogTailer.java:69)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread.doWork(EditLogTailer.java:346)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread.access$400(EditLogTailer.java:315)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread$1.run(EditLogTailer.java:332)
at org.apache.hadoop.security.SecurityUtil.doAsLoginUserOrFatal(SecurityUtil.java:415)
at org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$EditLogTailerThread.run(EditLogTailer.java:328)
Caused by: java.net.ConnectException: Connection refused
at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:206)
at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:521)
at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:485)
at org.apache.hadoop.ipc.Client$Connection.setupConnection(Client.java:658)
at org.apache.hadoop.ipc.Client$Connection.setupIOstreams(Client.java:756)
at org.apache.hadoop.ipc.Client$Connection.access$2800(Client.java:419)
at org.apache.hadoop.ipc.Client.getConnection(Client.java:1585)
at org.apache.hadoop.ipc.Client.call(Client.java:1502)
... 14 more 
 NameNode: Unable to trigger a roll of the active NN",13179708,"When name node calltriggerActiveLogRoll, and the cachedActiveProxy is a dead name node, it will throws a ConnectTimeoutException, expected behavior is to try next NN, but current logic doesn't do so, instead, it keepstryingthe dead, mistakenly take it as active.

2018-08-17 10:02:12,001 WARN [Edit log tailer] org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer: Unable to trigger a roll of the active NN
org.apache.hadoop.net.ConnectTimeoutException: Call From SourceMachine001/SourceIP to001 TargetMachine001.ap.gbl:8020 failed on socket timeout exception: org.apache.hadoop.net.ConnectTimeoutException: 20000 millis timeout org.apache.hadoop.hdfs.server.namenode.ha.EditLogTailer$2.doWork(EditLogTailer.java:298)

C:\Users\rotang>pingTargetMachine001
Pinging TargetMachine001[TargetIP001] with 32 bytes of data:
 Request timed out.
 Request timed out.
 Request timed out.
 Request timed out.
Attachment is a log file saying how it repeatedly retries a dead name node, and a fix patch.
I replaced the actual machine name/ip as SourceMachine001/SourceIP001 and TargetMachine001/TargetIP001.

How to Repro:
In a good running NNs, take down the active NN (don't let it come back during test), and then the stand by NNs willkeep tryingdead (old active) NN, because it is the cached one. 
 triggerActiveLogRoll stuck on dead name node, when ConnectTimeoutException happens. ",yes
13129736,"In vectorized execution arithmetic operations which cause integer overflows can give wrong results. Issue is reproducible in both Orc and parquet.
Simple test case to reproduce this issue

set hive.vectorized.execution.enabled=true;
create table parquettable (t1 tinyint, t2 tinyint) stored as parquet;
insert into parquettable values (-104, 25), (-112, 24), (54, 9);
select t1, t2, (t1-t2) as diff from parquettable where (t1-t2) < 50 order by diff desc;
+-------+-----+-------+
|  t1   | t2  | diff  |
+-------+-----+-------+
| -104  | 25  | 127   |
| -112  | 24  | 120   |
| 54    | 9   | 45    |
+-------+-----+-------+


When vectorization is turned off the same query produces only one row. 
 Vectorized execution handles overflows in a different manner than non-vectorized execution",13140634,"After YARN-7139, the new application can get correct queue name in its submission context. We need to do the same thing for application recovering. 


      if (isAppRecovering) {
        if (LOG.isDebugEnabled()) {
          LOG.debug(applicationId
              + "" is recovering. Skip notifying APP_ACCEPTED"");
        }
      } else {
        // During tests we do not always have an application object, handle
        // it here but we probably should fix the tests
        if (rmApp != null && rmApp.getApplicationSubmissionContext() != null) {
          // Before we send out the event that the app is accepted is
          // to set the queue in the submissionContext (needed on restore etc)
          rmApp.getApplicationSubmissionContext().setQueue(queue.getName());
        }
        rmContext.getDispatcher().getEventHandler().handle(
            new RMAppEvent(applicationId, RMAppEventType.APP_ACCEPTED));
      }


We can do it by moving the rmApp.getApplicationSubmissionContext().setQueue block out of the if-else block. cc Wilfred Spiegelenburg. 
 Reset the queue name in submission context while recovering an application",No
13155194,"Allows external clients to consume output from LLAP daemons in Arrow stream format. 
 Arrow format for LlapOutputFormatService (umbrella)",13158584,"""You tried to write a Bit type when you are using a ValueWriter of type NullableMapWriter."" 
 Arrow SerDe itest failure",yes
13155515,"Now that we've branched for 3.0 we need to create SQL install and upgrade scripts for 3.1 
 Create metastore SQL install and upgrade scripts for 3.1",13161817,"metastore schema init scripts are missing for the new release after branch was cut-out. 
 Create schema scripts for Hive 3.1.0 and Hive 4.0.0",yes
13190008,"When testing namespace not enabled account using Oauth, some tests were skipped. So need to update the tests. 
 ABFS: Enable some tests for namespace not enabled account using OAuth",13228148,"In the following scenario, the Block will remain in the COMMITTED but not COMPLETE state and cannot be closed properly:

Client writes Block(bk1) to three data nodes (dn1/dn2/dn3).
bk1 has been completely written to three data nodes, and the data node succeeds FinalizeBlock, joins IBR and waits to report to NameNode.
The client commits bk1 after receiving the ACK.
When the DN has not been reported to the IBR, all three nodes dn1/dn2/dn3 enter Decommissioning.
The DN reports the IBR, but the block cannot be completed normally.


Then it will lead to the following related exceptions:
Exception
2019-04-02 13:40:31,882 INFO namenode.FSNamesystem (FSNamesystem.java:checkBlocksComplete(2790)) - BLOCK* blk_4313483521_3245321090 is COMMITTED but not COMPLETE(numNodes= 3 >= minimum = 1) in file xxx
2019-04-02 13:40:31,882 INFO ipc.Server (Server.java:logException(2650)) - IPC Server handler 499 on 8020, call Call#122552 Retry#0 org.apache.hadoop.hdfs.protocol.ClientProtocol.addBlock from xxx:47615
org.apache.hadoop.hdfs.server.namenode.NotReplicatedYetException: Not replicated yet: xxx
 at org.apache.hadoop.hdfs.server.namenode.FSDirWriteFileOp.validateAddBlock(FSDirWriteFileOp.java:171)
 at org.apache.hadoop.hdfs.server.namenode.FSNamesystem.getAdditionalBlock(FSNamesystem.java:2579)
 at org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer.addBlock(NameNodeRpcServer.java:846)
 at org.apache.hadoop.hdfs.protocolPB.ClientNamenodeProtocolServerSideTranslatorPB.addBlock(ClientNamenodeProtocolServerSideTranslatorPB.java:510)
 at org.apache.hadoop.hdfs.protocol.proto.ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2.callBlockingMethod(ClientNamenodeProtocolProtos.java)
 at org.apache.hadoop.ipc.ProtobufRpcEngine$Server$ProtoBufRpcInvoker.call(ProtobufRpcEngine.java:503)
 at org.apache.hadoop.ipc.RPC$Server.call(RPC.java:989)
 at org.apache.hadoop.ipc.Server$RpcCall.run(Server.java:871)
 at org.apache.hadoop.ipc.Server$RpcCall.run(Server.java:817)
 at java.security.AccessController.doPrivileged(Native Method)
 at javax.security.auth.Subject.doAs(Subject.java:415)
 at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1893)
 at org.apache.hadoop.ipc.Server$Handler.run(Server.java:2606)

And will cause the scenario described in HDFS-12747
The root cause is that addStoredBlock does not consider the case where the replications are in Decommission.
This problem needs to be fixed like HDFS-11499. 
 Please add my public key to committer keys",No
13206348,"In FSImageFormatProtobuf.SectionName#fromString(), as follows:


public static SectionName fromString(String name) {
  for (SectionName n : values) {
    if (n.name.equals(name))
      return n;
  }
  return null;
}


When the code meets an unknown section from the fsimage, the function will return null. Callers always operates the return value with a ""switch"" clause, like FSImageFormatProtobuf.Loader#loadInternal(), as:


switch (SectionName.fromString(n))


NPE will be thrown here. 
 how to ask a question about hdfs？ I don't find the page",13183001,"If you configure OAuth and then use abfs:// instead of abfss:// it will fail, but it takes a very long time, and still isn't very clear why. Good place to put a good human-readable exception message and fail fast. 
 Fail-fast when using OAuth over http",No
13268003,"Environment Cluster of 2 Namenodes and 5 Datanodes and ec policy enabled
fsck -blockId of a block associated with an EC File does not print status at the end and displays null instead
Result :
./hdfs fsck -blockId blk_-xxxxx
 Connecting to namenode via xxxx
 FSCK started by root (auth:SIMPLE) from /x.x.x.x at Wed Nov 13 19:37:02 CST 2019
Block Id: blk_-xxxxx
 Block belongs to: /ecdir/f2
 No. of Expected Replica: 3
 No. of live Replica: 3
 No. of excess Replica: 0
 No. of stale Replica: 2
 No. of decommissioned Replica: 0
 No. of decommissioning Replica: 0
 No. of corrupted Replica: 0
 null
Expected :
./hdfs fsck -blockId blk_-xxxxx
 Connecting to namenode via xxxx
 FSCK started by root (auth:SIMPLE) from /x.x.x.x at Wed Nov 13 19:37:02 CST 2019
Block Id: blk_-xxxxx
 Block belongs to: /ecdir/f2
 No. of Expected Replica: 3
 No. of live Replica: 3
 No. of excess Replica: 0
 No. of stale Replica: 2
 No. of decommissioned Replica: 0
 No. of decommissioning Replica: 0
 No. of corrupted Replica: 0
Block replica on datanode/rack: vm10/default-rack is HEALTHY
 
 FSCK for a block of EC Files doesnt display status at the end",13268026,"EC file blockId location info displaying as ""null"" with hdfs fsck -blockId command

Check the blockId information of an EC enabled file with ""hdfs fsck -blockId"" Check the blockId information of an EC enabled file with ""hdfs fsck -blockId"" blockId location related info will display as null,which needs to be rectified. 

      Check the attachment ""EC_file_block_info""
=======================================================



Check the output of a normal file block to compare
             

===========================================================
       

Actual Output :-  null 
Expected output :- It should display the blockId location related info as (nodes, racks) of the block as specified in the usage info of fsck -blockId option.                  [like : Block replica on datanode/rack: BLR10000xx038/default-rack is HEALTHY]

 
 EC: EC file blockId location info displaying as ""null"" with hdfs fsck -blockId command",yes
13142472,"RMcrashes with NPE during failover becauseACL configurations were changed as a result we no longer have a rights to submit anapplication to a queue.
Scenario:

Submit an application
Change ACL configuration for a queue that accepted the application so that an owner of the application will no longer have a rights to submit this application.
Restart RM.

As a result, we get NPE:
2018-02-27 18:14:00,968 INFO org.apache.hadoop.service.AbstractService: Service ResourceManager failed in state STARTED; cause: java.lang.NullPointerException
java.lang.NullPointerException
	at org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler.addApplicationAttempt(FairScheduler.java:738)
	at org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler.handle(FairScheduler.java:1286)
	at org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler.handle(FairScheduler.java:116)
	at org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptImpl$AttemptRecoveredTransition.transition(RMAppAttemptImpl.java:1098)
	at org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptImpl$AttemptRecoveredTransition.transition(RMAppAttemptImpl.java:1044)
	at org.apache.hadoop.yarn.state.StateMachineFactory$MultipleInternalArc.doTransition(StateMachineFactory.java:385 
 RM crashes with NPE during recovering if ACL configuration was changed",13307183,"Resourcemanager recover failed when fair scheduler queue acl changed. Because of queue acl changed, when recover the application (addApplication() in fairscheduler) is rejected. Then recover the applicationAttempt (addApplicationAttempt() in fairscheduler) get Application is null. This will lead to two RM is at standby. Repeat as follows.

user run a long running application.
change queue acl (aclSubmitApps) so that the user does not have permission.
restart the RM.



2020-05-25 16:04:06,191 INFO org.apache.hadoop.yarn.server.resourcemanager.rmapp.RMAppImpl: Updating application application_1590393162216_0005 with final state: FAILED
2020-05-25 16:04:06,192 ERROR org.apache.hadoop.yarn.server.resourcemanager.ResourceManager: Failed to load/recover state
java.lang.NullPointerException
        at org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler.addApplicationAttempt(FairScheduler.java:663)
        at org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler.handle(FairScheduler.java:1246)
        at org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler.handle(FairScheduler.java:116)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptImpl$AttemptRecoveredTransition.transition(RMAppAttemptImpl.java:1072)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptImpl$AttemptRecoveredTransition.transition(RMAppAttemptImpl.java:1036)
        at org.apache.hadoop.yarn.state.StateMachineFactory$MultipleInternalArc.doTransition(StateMachineFactory.java:385)
        at org.apache.hadoop.yarn.state.StateMachineFactory.doTransition(StateMachineFactory.java:302)
        at org.apache.hadoop.yarn.state.StateMachineFactory.access$300(StateMachineFactory.java:46)
        at org.apache.hadoop.yarn.state.StateMachineFactory$InternalStateMachine.doTransition(StateMachineFactory.java:448)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptImpl.handle(RMAppAttemptImpl.java:789)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptImpl.handle(RMAppAttemptImpl.java:105)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.RMAppImpl.recoverAppAttempts(RMAppImpl.java:845)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.RMAppImpl.access$1900(RMAppImpl.java:102)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.RMAppImpl$RMAppRecoveredTransition.transition(RMAppImpl.java:897)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.RMAppImpl$RMAppRecoveredTransition.transition(RMAppImpl.java:850)
        at org.apache.hadoop.yarn.state.StateMachineFactory$MultipleInternalArc.doTransition(StateMachineFactory.java:385)
        at org.apache.hadoop.yarn.state.StateMachineFactory.doTransition(StateMachineFactory.java:302)
        at org.apache.hadoop.yarn.state.StateMachineFactory.access$300(StateMachineFactory.java:46)
        at org.apache.hadoop.yarn.state.StateMachineFactory$InternalStateMachine.doTransition(StateMachineFactory.java:448)
        at org.apache.hadoop.yarn.server.resourcemanager.rmapp.RMAppImpl.handle(RMAppImpl.java:723)
        at org.apache.hadoop.yarn.server.resourcemanager.RMAppManager.recoverApplication(RMAppManager.java:322)
        at org.apache.hadoop.yarn.server.resourcemanager.RMAppManager.recover(RMAppManager.java:427)
        at org.apache.hadoop.yarn.server.resourcemanager.ResourceManager.recover(ResourceManager.java:1173)
        at org.apache.hadoop.yarn.server.resourcemanager.ResourceManager$RMActiveServices.serviceStart(ResourceManager.java:584)
        at org.apache.hadoop.service.AbstractService.start(AbstractService.java:193)
        at org.apache.hadoop.yarn.server.resourcemanager.ResourceManager.startActiveServices(ResourceManager.java:980)
        at org.apache.hadoop.yarn.server.resourcemanager.ResourceManager$1.run(ResourceManager.java:1021)
        at org.apache.hadoop.yarn.server.resourcemanager.ResourceManager$1.run(ResourceManager.java:1017)
        at java.security.AccessController.doPrivileged(Native Method)
        at javax.security.auth.Subject.doAs(Subject.java:422)
        at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1659)
        at org.apache.hadoop.yarn.server.resourcemanager.ResourceManager.transitionToActive(ResourceManager.java:1017)
        at org.apache.hadoop.yarn.server.resourcemanager.AdminService.transitionToActive(AdminService.java:301)
        at org.apache.hadoop.yarn.server.resourcemanager.EmbeddedElectorService.becomeActive(EmbeddedElectorService.java:126)
        at org.apache.hadoop.ha.ActiveStandbyElector.becomeActive(ActiveStandbyElector.java:813)
        at org.apache.hadoop.ha.ActiveStandbyElector.processResult(ActiveStandbyElector.java:418)
        at org.apache.zookeeper.ClientCnxn$EventThread.processEvent(ClientCnxn.java:599)
        at org.apache.zookeeper.ClientCnxn$EventThread.run(ClientCnxn.java:498)


 
 Resourcemanager recover failed when fair scheduler queue acl changed",yes
13283760,"The test `testNegativeGroupCaching` can fail if the iteration order of HashSet changes. In detail, the method `assertEquals` (line 331) compares `groups.getGroups(user)` with an ArrayList `myGroups`. The method `getGroups` converts `allGroups` (a HashSet) to a list and it calls iterator in HashSet. However, the iteration is non-deterministic.
This PR proposes to modify HashSet to LinkedHashSet for a deterministic order. 
 Test TestGroupsCaching fail if HashSet iterates in a different order",13177243,"TestMiniDruidCliDriver is failing intermittently a significant percentage of the time.
druid_timestamptz
druidmini_joins
druidmini_masking
druidmini_test1 
 FlakyTest: TestMiniDruidCliDriver",No
13339216,"
https://ci-hadoop.apache.org/job/hadoop-qbt-trunk-java8-linux-x86_64/317/testReport/junit/org.apache.hadoop.security/TestLdapGroupsMapping/testLdapReadTimeout/

https://ci-hadoop.apache.org/job/hadoop-qbt-trunk-java8-linux-x86_64/317/testReport/junit/org.apache.hadoop.security/TestLdapGroupsMapping/testLdapConnectionTimeout/

The tests are failing in open-jdk due to change in exception message(One space character). The tests passes in oracle java(for me)


 Expected to find 'LDAP response read timed out, timeout used:3000ms' but got unexpected exception: javax.naming.NamingException: LDAP response read timed out, timeout used: 3000 ms.





 
 TestLdapGroupsMapping is failing in trunk",13338474,"Looks like a change in the exception strings is breaking the validation code


[ERROR]   TestLdapGroupsMapping.testLdapReadTimeout:447  Expected to find 'LDAP response read timed out, timeout used:4000ms' but got unexpected exception: javax.naming.NamingException: LDAP response read timed out, timeout used: 4000 ms.; remaining name ''
	at com.sun.jndi.ldap.LdapRequest.getReplyBer(LdapRequest.java:129)

 
 TestLdapGroupsMapping failing -string mismatch in exception validation",yes
13222548,"When using DistCP over HTTPFS with data that contains Spark partitions, DistCP fails to access the partitioned parquet files since the ""="" characters in file path gets double encoded:
""/test/spark/partition/year=2019/month=1/day=1""
 to
""/test/spark/partition/year%253D2019/month%253D1/day%253D1""
This happens since fsPathItem containing the character '=' is encoded by URLEncoder.encode(fsPathItem, ""UTF-8"") to '%3D' and then encoded again by new Path(....) to '%253D'. 
 WebHdfsFileSystem.toUrl double encodes characters",13218595,"There was an enhancement to allow semicolon in source/target URLs for distcp use case as part of HDFS-13176 and backward compatibility fix as part ofHDFS-13582 . Still there seems to be an issue when trying to trigger distcp from 3.x cluster to pull webhdfs data from 2.x hadoop cluster. We might need to deal with existing fix as described below by making sure if url is already encoded or not. That fixes it.
diff --git a/hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/web/WebHdfsFileSystem.java b/hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/web/WebHdfsFileSystem.java
index 5936603c34a..dc790286aff 100644
— a/hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/web/WebHdfsFileSystem.java
+++ b/hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/web/WebHdfsFileSystem.java
@@ -609,7 +609,10 @@ URL toUrl(final HttpOpParam.Op op, final Path fspath,
 boolean pathAlreadyEncoded = false;
 try {
 fspathUriDecoded = URLDecoder.decode(fspathUri.getPath(), ""UTF-8"");

pathAlreadyEncoded = true;
+ if(!fspathUri.getPath().equals(fspathUriDecoded))
+ 
{
+ pathAlreadyEncoded = true;
+ }
 } catch (IllegalArgumentException ex) 
{
 LOG.trace(""Cannot decode URL encoded file"", ex);
 }


 
 Distcp fails in Hadoop 3.x when 2.x source webhdfs url has special characters in hdfs file path",yes
